,ID,Title,Abstract
368,26727496,Brain magnetic resonance imaging helps to differentiate atypical multiple sclerosis with cavitary lesions and vanishing white matter disease.,"Multiple sclerosis (MS) patients can present with atypical cavitary lesions mimicking vanishing white matter disease (VWMD). Our objective was to identify brain magnetic resonance imaging (MRI) findings that differentiate these two disorders.A cross-sectional study was performed including 14 patients with MS with cavitary lesions and 14 patients with VWMD. Two neuroradiologists retrospectively reviewed the MRI including at least T1-, T2- and fluid-attenuated inversion recovery weighted images.The main differences included ovoid lesions perpendicular to the lateral ventricle, punctate isolated juxtacortical lesions (both 100% in MS versus 0% in VWMD) and symmetrical infratentorial hyperintensities (0% in MS versus 50% in VWMD). Other statistically significant differences included midbrain (79% in MS versus 29% in VWMD) and thalamus lesions (71% vs. 7%) as well as extensive external capsule involvement (29% vs. 86%) and extensive corpus callosum lesions (64% vs. 100%). Cavitary lesions usually had periventricular predominance in MS (36% vs. 0%) whereas they were more frequently anterior in VWMD (0% in MS versus 57% in VWMD).Despite many similar MRI findings, our results suggest that a careful analysis of the morphology and the location of the lesions is helpful to differentiate these distinct disorders."
369,26674332,White and gray matter damage in primary progressive MS: The chicken or the egg?,"The temporal relationship between white matter (WM) and gray matter (GM) damage in vivo in early primary progressive multiple sclerosis (PPMS) was investigated testing 2 hypotheses: (1) WM tract abnormalities predict subsequent changes in the connected cortex (""primary WM damage model""); and (2) cortical abnormalities predict later changes in connected WM tracts (""primary GM damage model"").Forty-seven patients with early PPMS and 18 healthy controls had conventional and magnetization transfer imaging at baseline; a subgroup of 35 patients repeated the protocol after 2 years. Masks of the corticospinal tracts, genu of the corpus callosum and optic radiations, and of connected cortical regions, were used for extracting the mean magnetization transfer ratio (MTR). Multiple regressions within each of 5 tract-cortex pairs were performed, adjusting for the dependent variable's baseline MTR; tract lesion load and MTR, spinal cord area, age, and sex were examined for potential confounding.The baseline MTR of most regions was lower in patients than in healthy controls. The tract-cortex pair relationships in the primary WM damage model were significant for the bilateral motor pair and right visual pair, while those in the primary GM damage model were only significant for the right motor pair. Lower lesion MTR at baseline was associated with lower MTR in the same tract normal-appearing WM at 2 years in 3 tracts.These results are consistent with the hypothesis that in early PPMS, cortical damage is for the most part a sequela of normal-appearing WM pathology, which, in turn, is predicted by abnormalities within WM lesions."
370,26662919,S1P1 deletion in oligodendroglial lineage cells: Effect on differentiation and myelination.,"Sphingosine 1-phosphate (S1P) receptors are G protein-coupled receptors expressed by many cell types, including cells of oligodendrocyte (OLG) lineage. We had previously shown that targeted deletion of S1P1 in OLG lineage cells did not result in obvious clinical phenotype or altered number of OLGs at 3 months, but there were subtle abnormalities in myelin. In this study, we examined the role of S1P1 in developmental myelination and cell survival, focusing on age 3 weeks. We found that S1P1 deficiency led to delayed differentiation of OLG progenitors (OPCs) into OLGs that is independent of p38 phosphorylation. This was accompanied by decreased levels of myelin basic protein (MBP) but not of myelin-OLG glycoprotein (MOG), and slight decrease in myelin thickness in the corpus callosum of S1P1 conditional knockout (CKO) mice. S1P1 -deficient OLGs exhibited slower process extension, which was associated with attenuated phosphorylation of extracellular signal regulated kinases (ERKs) and p21-activated kinases (PAKs), and with upregulation of tropomodulin1. Basal levels of pAkt were not affected, though expectedly, no response to a selective S1P1 agonist SEW2871 was observed. S1P1 -deficient OLGs did not exhibit increased cell death in response to cuprizone, tumor necrosis factor-α, or deprivation of nutrients and growth factors. We conclude that S1P1 signaling regulates OLG development, morphological maturation and early myelination."
371,26553080,Remyelination of the Corpus Callosum by Olfactory Ensheathing Cell in an Experimental Model of Multiple Sclerosis.,"Multiple Sclerosis (MS) causes loss of the myelin sheath, which leads to loss of neurons. Regeneration of myelin sheath stimulates axon regeneration and neurons' survival. In this study, olfactory ensheathing cell (OEC) transplantation is investigated to restore myelin sheath in an experimental model of MS in male mice.OECs were isolated from the olfactory mucosa of seven-day-old infant rats and cultured. Then, cells were evaluated and approved by flow cytometry by p75 and GFAP markers. A total of 32 mice (C57BL /6) were studied in four groups; 1) without any treatment (control), 2) Sham (receiving PBS), 3) MS model and 4) MS and OEC transplantation. MS was induced by adding Cuprizon in the diet of animals for six weeks. After the expiration of 20 days, histologic analysis was performed with approval of the presence of cells in the graft area and the removal of myelin and myelin regeneration with two types of luxal fast blue (LFB) staining and immunohistochemistry. The purity of the cells ensheathing the olfactory was 90%. There was a significant difference in Myelin percentage of PBS and OEC recipient groups (P≤0.05). MBP and PLP of the myelin sheath in the group receiving OECs were more than MS group.According to the findings, in MS model MBP and PLP of the myelin sheath is reduced. In the group receiving OECs, it was returned to a normal level significantly compared to the sham group received only PBS significant differences were observed. The OECs transplantation can improve myelin restoration."
372,26538779,Progesterone Enhanced Remyelination in the Mouse Corpus Callosum after Cuprizone Induced Demyelination.,"Progesterone as a sex steroid hormone is thought to affect and prevent demyelination, but its role in promoting myelin repair is far less investigated. In this study, remyelinating potential of progesterone in corpus callosum was evaluated on an experimental model of MS.In this experimental study, adult male C57BL/6 mice were fed with 0.2% (w/w) cuprizone in ground breeder chow ad libitum for 6 weeks. At day zero, after cuprizone removal, mice were divided randomly into two groups: (a) placebo group, which received saline pellet implant, (b) progesterone group, which received progesterone pellet implant. Some mice of the same age were fed with their normal diet to serve as the healthy control group. Two weeks after progesterone administration, Myelin content was assessed by Luxol-fast blue staining. The myelin basic protein (MBP) and proteolipid protein (PLP) expression were assessed using Western blot analysis and the changes in the number of oligodendrocytes and oligodendroglial progenitor cells were assessed by immunohistochemistry (IHC) and flow cytometry.Luxol-fast blue staining revealed enhanced remyelination in the progesterone group when compared with the placebo group. Densitometry measurements of immunoblots demonstrated that MBP and PLP proteins contents were significantly increased in the progesterone group compared with the placebo group. Flow cytometry and IHC analysis showed increases in Olig2 and O4 cells in the progesterone group compared with the placebo group.Overall, our results indicate that progesterone treatment can stimulate myelin production and that it may provide a feasible and practical way for remyelination in diseases such as multiple sclerosis."
373,26525654,Diffusion kurtosis imaging probes cortical alterations and white matter pathology following cuprizone induced demyelination and spontaneous remyelination.,"Although MRI is the gold standard for the diagnosis and monitoring of multiple sclerosis (MS), current conventional MRI techniques often fail to detect cortical alterations and provide little information about gliosis, axonal damage and myelin status of lesioned areas. Diffusion tensor imaging (DTI) and diffusion kurtosis imaging (DKI) provide sensitive and complementary measures of the neural tissue microstructure. Additionally, specific white matter tract integrity (WMTI) metrics modelling the diffusion in white matter were recently derived. In the current study we used the well-characterized cuprizone mouse model of central nervous system demyelination to assess the temporal evolution of diffusion tensor (DT), diffusion kurtosis tensor (DK) and WMTI-derived metrics following acute inflammatory demyelination and spontaneous remyelination. While DT-derived metrics were unable to detect cuprizone induced cortical alterations, the mean kurtosis (MK) and radial kurtosis (RK) were found decreased under cuprizone administration, as compared to age-matched controls, in both the motor and somatosensory cortices. The MK remained decreased in the motor cortices at the end of the recovery period, reflecting long lasting impairment of myelination. In white matter, DT, DK and WMTI-derived metrics enabled the detection of cuprizone induced changes differentially according to the stage and the severity of the lesion. More specifically, the MK, the RK and the axonal water fraction (AWF) were the most sensitive for the detection of cuprizone induced changes in the genu of the corpus callosum, a region less affected by cuprizone administration. Additionally, microgliosis was associated with an increase of MK and RK during the acute inflammatory demyelination phase. In regions undergoing severe demyelination, namely the body and splenium of the corpus callosum, DT-derived metrics, notably the mean diffusion (MD) and radial diffusion (RD), were among the best discriminators between cuprizone and control groups, hence highlighting their ability to detect both acute and long lasting changes. Interestingly, WMTI-derived metrics showed the aptitude to distinguish between the different stages of the disease. Both the intra-axonal diffusivity (Da) and the AWF were found to be decreased in the cuprizone treated group, Da specifically decreased during the acute inflammatory demyelinating phase whereas the AWF decrease was associated to the spontaneous remyelination and the recovery period. Altogether our results demonstrate that DKI is sensitive to alterations of cortical areas and provides, along with WMTI metrics, information that is complementary to DT-derived metrics for the characterization of demyelination in both white and grey matter and subsequent inflammatory processes associated with a demyelinating event."
374,26516389,"Evaluation of the Degradation of the Selected Projectile, Commissural and Association White Matter Tracts Within Normal Appearing White Matter in Patients with Multiple Sclerosis Using Diffusion Tensor MR Imaging - a Preliminary Study.","The aim of the study was to assess the impairment of the selected white matter tracts within normal appearing white matter (NAWM) in multiple sclerosis (MS) patients using diffusion tensor imaging (DTI).Thirty-six patients (mean age 33.4 yrs) with clinically definite, relapsing-remitting MS and mild disability (EDSS - Expanded Disability Status Scale 1-3.5) and 16 control subjects (mean age 34.4 yrs) were enrolled in the study. DTI examinations were performed on a 1.5T MR scanner. Fractional anisotropy (FA) and apparent diffusion coefficient (ADC) values were obtained with a small ROI method in several white matter tracts within NAWM including: the middle cerebellar peduncles (MCP), the inferior longitudinal fasciculi (ILF), inferior frontooccipital fasciculi (IFOF), genu (GCC) and splenium of the corpus callosum (SCC), posterior limbs of the internal capsules (PLIC), superior longitudinal fasciculi (SLF) and posterior cingula (CG). There were no demyelinative lesions within the ROIs in any of the patients.A significant decrease in FA was found in MS patients in both the ILFs and IFOFs (p<0.001) and in the left MCP and right SLF (p<0.05), compared to the normal subjects. There were no significant differences in FA values in the remaining evaluated ROIs, between MS patients and the control group. A significant increase in ADC (p<0.05) was found only in the right PLIC and the right SLF in MS subjects, compared to the control group.The FA values could be a noninvasive neuroimaging biomarker for assessing the microstructural changes within NAWM tracts in MS patients."
375,26514969,"Scutellarin Alleviates Behavioral Deficits in a Mouse Model of Multiple Sclerosis, Possibly Through Protecting Neural Stem Cells.","Scutellarin, a flavonoid extracted from an herbal medication (Erigeron breviscapus Hand-Mazz), has been shown to protect neurons against damage and to promote neurogenesis, and thus has therapeutic potential in the treatment of a variety of neurodegenerative diseases. Since neural stem cells (NSCs) could differentiate into myelin-producing oligodendrocytes, we speculate that scutellarin could also be used to treat multiple sclerosis (MS). In the current study, we examined potential effects of scutellarin using a mouse model of MS. Briefly, adult C57BL/6 mice exposed to cuprizone (8 mg/day through diet, for 6 consecutive weeks) randomly received scutellarin (50 mg/kg/day) or vehicle for 10 consecutive days. In the scutellarin-treated group, rotarod testing at the end of the treatment showed significant improvement of motor function (increased time to fall); myelin basic protein (MBP) staining of the corpus callosum revealed decreased demyelination; TUNEL staining followed by Nestin or Sox2 staining revealed increased number of NSCs and decreased rate of NSC apoptosis in the subventricular zone (SVZ) of the lateral ventricles (LV). In a series of experiments using cultured NSCs subjected to cuprizone injury, we confirmed the protective effects of scutellarin. At 30 μM, scutellarin increased the commitment of NSCs to the oligodendrocyte and neuronal lineages, as evidenced by NG2 chondroitin sulfate proteoglycan (NG2) and doublecortin (DCX) staining. Differentiation into astrocytes (as revealed by glial fibrillary acidic protein (GFAP) staining) was decreased. Maturation of the NSCs committed to the oligodendrocyte lineage, as evidenced by oligodendrocyte marker O4 antibody (O4) staining and MBP staining, was also promoted by scutellarin. Further analysis revealed that scutellarin might suppress the phosphorylation of p38 in cuprizone-induced NSCs. In summary, scutellarin could alleviate motor deficits in a mouse model for MS, possibly by inhibiting NSC apoptosis and promoting differentiation of NSCs to myelin-producing oligodendrocytes."
376,26489686,A Distinct Class of Antibodies May Be an Indicator of Gray Matter Autoimmunity in Early and Established Relapsing Remitting Multiple Sclerosis Patients.,"*These authors contributed equally to the work in this manuscript.We have previously identified a distinct class of antibodies expressed by B cells in the cerebrospinal fluid (CSF) of early and established relapsing remitting multiple sclerosis (RRMS) patients that is not observed in healthy donors. These antibodies contain a unique pattern of mutations in six codons along VH4 antibody genes that we termed the antibody gene signature (AGS). In fact, patients who have such B cells in their CSF are identified as either having RRMS or developing RRMS in the future. As mutations in antibody genes increase antibody affinity for particular antigens, the goal for this study was to investigate whether AGS(+) antibodies bind to brain tissue antigens. Single B cells were isolated from the CSF of 10 patients with early or established RRMS. We chose 32 of these B cells that expressed antibodies enriched for the AGS for further study. We generated monoclonal full-length recombinant human antibodies (rhAbs) and used both immunological assays and immunohistochemistry to investigate the capacity of these AGS(+) rhAbs to bind brain tissue antigens. AGS(+) rhAbs did not recognize myelin tracts in the corpus callosum. Instead, AGS(+) rhAbs recognized neuronal nuclei and/or astrocytes, which are prevalent in the cortical gray matter. This pattern was unique to the AGS(+) antibodies from early and established RRMS patients, as AGS(+) antibodies from an early neuromyelitis optica patient did not display the same reactivity. Prevalence of CSF-derived B cells expressing AGS(+) antibodies that bind to these cell types may be an indicator of gray matter-directed autoimmunity in early and established RRMS patients."
377,26458494,Gadolinium-Enhancing Lesions Lead to Decreases in White Matter Tract Fractional Anisotropy in Multiple Sclerosis.,"Although MRI identification of new lesions forms the basis for monitoring disease progression in multiple sclerosis patients, how lesion activity relates to longitudinal white matter changes in the brain is unknown. We hypothesized that patients with gadolinium-enhancing lesions would show greater longitudinal decline in fractional anisotropy in major tracts compared to those with stable disease.Thirty patients with relapsing-remitting multiple sclerosis were included in this study-13 had enhancing lesions at baseline and 17 did not. Each patient underwent at least two 3 Tesla contrast-enhanced MRI scans with a DTI sequence with a median interval of 2.1 years between scans. The forceps major and minor of the corpus callosum and the bilateral corticospinal tracts were selected as the major white matter tracts of interest. These tracts were reconstructed using region-of-interest placement on standard anatomical landmarks and a fiber assignment by continuous tracking algorithm using TrackVis (version 0.5.2.2) software. Mixed-effects regression models were used to determine the association between enhancing lesions and subsequent longitudinal change in fractional anisotropy.In patients with enhancing lesions, there was greater decline in fractional anisotropy compared to those with stable disease in the forceps major (P = .026), right corticospinal tract (P = .032), and marginally in the left corticospinal tract (P = .050), but not the forceps minor (P = .11).Fractional anisotropy of major white matter tracts declined more rapidly in patients with enhancing lesions, suggesting greater diffuse white matter injury with active inflammatory disease. DTI may provide a means of monitoring white matter injury following relapses."
378,26372950,Remyelination after Lysophosphatidyl Choline-Induced Demyelination Is Stimulated by Bone Marrow Stromal Cell-Derived Oligoprogenitor Cell Transplantation.,"Bone marrow stromal cells (BMSCs) are a desirable cell source that may be useful for the treatment of neurodegenerative diseases given their capacity to differentiate into various types of cells. The current study aimed to investigate whether oligoprogenitor cell (OPC)-derived BMSCs have therapeutic benefits in an animal model of local demyelination. BMSCs were transdifferentiated into OPCs using a defined culture medium supplemented with a combination of inducers. The differentiation capacity of the BMSCs was evaluated at the end of the induction phase by assessing the expression levels of the glial-specific markers oligodendrocyte transcription factor 2 and O4 surface antigen. Local demyelination was induced in the corpus callosum of adult female rats via direct injection of lysophosphatidylcholine (LPC) followed by engraftment of BMSC-generated OPCs. The rats were divided into sham control, vehicle control, and cell-transplanted groups. The changes in the extent of demyelination and the robustness of the remyelination event were assessed using Luxol Fast Blue staining and immunohistochemical analysis 1 week after LPC injection and 2 weeks after cell transplantation. Consequently, transplantation of OPCs into the demyelinated corpus callosum model resulted in differentiation of the cells into mature oligodendrocytes that were immunopositive for myelin basic protein. Furthermore, OPC transplantation mitigated demyelination and augmented remyelination relative to controls. These findings suggest that BMSC-derived OPCs can be utilized in therapeutic approaches for the management of demyelination-associated diseases such as multiple sclerosis."
379,26365504,Callosal anatomical and effective connectivity between primary motor cortices predicts visually cued bimanual temporal coordination performance.,"Default in-phase coupling of hand movements needs to be suppressed when temporal coordination is required for out-of-phase bimanual movements. There is lack of knowledge on how the brain overrides these default in-phase movements to enable a required interval of activity between hands. We used a visually cued bimanual temporal coordination (vc-BTC) paradigm with a constant rhythmical time base of 1 s, to test the accuracy of in-phase and out-of-phase (0.1, 0.2,…,0.9) finger tapping. We hypothesized that (1) stronger anatomical and effective interhemispheric connectivity between the hand areas of the primary motor cortex (M1HAND) predict higher temporal offsets between hands in the out-of-phase conditions of the vc-BTC; (2) patients with relapsing-remitting multiple sclerosis (RRMS) and clinically isolated syndrome (CIS) have reduced interhemispheric connectivity and altered between-hand coupling. Anatomical connectivity was determined by fractional anisotropy of callosal hand motor fibers (FA-hCMF). Effective connectivity was probed by short interval interhemispheric inhibition (S-IHI) using paired-coil transcranial magnetic stimulation (TMS). In healthy subjects, higher FA-hCMF and S-IHI correlated with higher temporal offsets between hands in the out-of-phase conditions of the tapping test. FA-hCMF was reduced in patients with RRMS but not in CIS, while S-IHI was reduced in both patient groups. These abnormalities were associated with smaller temporal offsets between hands leading to less deviation from the required phasing in the out-of-phase tapping conditions. Findings provide multiple levels of evidence that callosal anatomical and effective connectivity between the hand areas of the motor cortices play important roles in visually cued bimanual temporal coordination performance."
380,26362893,Increased albumin quotient (QAlb) in patients after first clinical event suggestive of multiple sclerosis is associated with development of brain atrophy and greater disability 48 months later.,"The utility of blood-brain barrier (BBB) biomarkers for clinical and magnetic resonance imaging progression in multiple sclerosis (MS) has not been extensively investigated.To determine whether cerebrospinal fluid (CSF) measures of BBB at clinical onset predict radiological and clinical deterioration over 48 months.This longitudinal study included 182 patients after first clinical event suggestive of MS treated with weekly intramuscular interferon beta-1a. CSF and serum samples were analyzed for leukocytes, total protein, albumin, immunoglobulins, and oligoclonal bands. Optimal thresholds for the albumin quotient (QAlb) were determined. Mixed-effect model analyses, adjusted for age, gender, and treatment escalation, were used to analyze relationship between CSF measures and disease activity outcomes over 48 months of follow-up.Increased QAlb at clinical onset was associated with enlargement of lateral ventricles (p = .001) and greater whole brain (p = .003), white matter (p < .001), corpus callosum (p < .001), and thalamus (p = .003) volume loss over 48 months. Higher QAlb was associated with higher Expanded Disability Status Scale score over 48 months (p = .002).Increased QAlb at clinical onset is associated with increased brain atrophy and greater disability in patients after first clinical event suggestive of MS."
381,26359854,Thalamic atrophy predicts cognitive impairment in relapsing remitting multiple sclerosis. Effect on instrumental activities of daily living and employment status.,"Cognitive impairment is an important predictor of quality of life at all stages of MS. Magnetic Resonance Imaging (MRI) markers have been used to associate tissue damage with cognitive dysfunction.The aim of the study was to designate the MRI marker that predicts cognitive decline and explore its effect on every day activities and employment status.50 RRMS patients and 31 healthy participants underwent neuropsychological assessment using the Trail Making Test (TMT) parts A and B, semantic and phonological verbal fluency task and a computerized cognitive screening battery (Central Nervous System Vital Signs). Everyday activities were evaluated with the instrumental activities of daily living (IADL) scale and employment status. Brain MRI was performed in all participants. We measured total lesion volume, third ventricle width, corpus callosum and thalamic atrophy.The frequency of cognitive dysfunction for our RRMS patients was 38%. RRMS patients differed significantly from controls on the TMTA, TMTB, phonological verbal fluency task, memory, psychomotor speed, reaction time and cognitive flexibility. Neuropsychological measures had a strong correlation with all MRI atrophy measures and a weak or moderate correlation with lesion volume. Psychomotor speed was the most sensitive marker for IADL, while memory and TMTB for employment status. Thalamic area was the most sensitive MRI marker for memory, psychomotor speed and TMTB..Thalamic atrophy predicts the clinically meaningful cognitive decline in our RRMS patients."
382,26338327,Inactivation of Protein Tyrosine Phosphatase Receptor Type Z by Pleiotrophin Promotes Remyelination through Activation of Differentiation of Oligodendrocyte Precursor Cells.,No abstract
383,26337870,Loss of galectin-3 decreases the number of immune cells in the subventricular zone and restores proliferation in a viral model of multiple sclerosis.,"Multiple sclerosis (MS) frequently starts near the lateral ventricles, which are lined by subventricular zone (SVZ) progenitor cells that can migrate to lesions and contribute to repair. Because MS-induced inflammation may decrease SVZ proliferation and thus limit repair, we studied the role of galectin-3 (Gal-3), a proinflammatory protein. Gal-3 expression was increased in periventricular regions of human MS in post-mortem brain samples and was also upregulated in periventricular regions in a murine MS model, Theiler's murine encephalomyelitis virus (TMEV) infection. Whereas TMEV increased SVZ chemokine (CCL2, CCL5, CCL, and CXCL10) expression in wild type (WT) mice, this was inhibited in Gal-3(-/-) mice. Though numerous CD45+ immune cells entered the SVZ of WT mice after TMEV infection, their numbers were significantly diminished in Gal-3(-/-) mice. TMEV also reduced neuroblast and proliferative SVZ cell numbers in WT mice but this was restored in Gal-3(-/-) mice and was correlated with increased numbers of doublecortin+ neuroblasts in the corpus callosum. In summary, our data showed that loss of Gal-3 blocked chemokine increases after TMEV, reduced immune cell migration into the SVZ, reestablished SVZ proliferation and increased the number of progenitors in the corpus callosum. These results suggest Gal-3 plays a central role in modulating the SVZ neurogenic niche's response to this model of MS."
384,26321022,A manic episode with psychotic features improved by methylprednisolone in a patient with multiple sclerosis.,"Several studies have reported a higher prevalence of unipolar depression and bipolar disorder among patients with multiple sclerosis (MS). However, only a few studies have reported manic episodes concomitant with new lesions enhanced by gadolinium on brain magnetic resonance imaging (MRI). Here we report the case of a 47-year-old woman suffering from MS admitted for a manic episode with psychotic features. Brain MRI revealed three new T2 lesions enhanced by gadolinium located in the corpus callosum and in ventromedial prefrontal regions. She rapidly recovered with intravenous methylprednisolone in combination with risperidone. In conclusion, in this patient, the fact that gadolinium-enhancing lesion coincided with new symptoms which responded quickly to corticosteroids suggests that the manic episode was an acute manifestation of MS."
385,26310973,"The Effect of Melatonin on Behavioral, Molecular, and Histopathological Changes in Cuprizone Model of Demyelination.","Multiple sclerosis (MS) is an autoimmune, demyelinating disease of the central nervous system. The protective effects of melatonin (MLT) on various neurodegenerative diseases, including MS, have been suggested. In the present study, we examined the effect of MLT on demyelination, apoptosis, inflammation, and behavioral dysfunctions in the cuprizone toxic model of demyelination. C57BL/6J mice were fed a chaw containing 0.2 % cuprizone for 5 weeks and received two doses of MLT (50 and 100 mg/kg) intraperitoneally for the last 7 days of cuprizone diet. Administration of MLT improved motor behavior deficits induced by cuprizone diet. MLT dose-dependently decreased the mean number of apoptotic cells via decreasing caspase-3 and Bax as well as increasing Bcl-2 levels. In addition, MLT significantly enhanced nuclear factor-κB activation and decreased heme oxygenase-1 level. However, MLT had no effect on interleukin-6 and myelin protein production. Our data revealed that MLT improved neurological deficits and enhanced cell survival but was not able to initiate myelin production in the cuprizone model of demyelination. These findings may be important for the design of potential MLT therapy in demyelinating disorders, such as MS."
386,26289756,[A case of multiple sclerosis with bilateral intermediate uveitis].,"We describe a case of 20-year-old woman with visual impairment in her left eye. Her left visual acuity was 0.07 and an ophthalmoscopic examination demonstrated bilateral intermediate uveitis (IU). A neurological examination on admission revealed lower nasal quadrantanopsia in her left eye and an exaggerated right patellar tendon reflex. A T2-weighted MRI showed multiple high-intensity lesions in the bilateral periventricular region, corpus callosum, medulla. A short T1 inversion recovery MRI also showed a swollen left retrobulbar optic nerve and posterior thoracic cord lesion at Th 9 level. The latter longitudinal length was approximately 20 mm. Laboratory investigation demonstrated no abnormalities including an anti-aquaporin-4 antibody. A cerebrospinal fluid examination revealed an increased IgG-index (1.21) with oligoclonal IgG babds. Initially, a diagnosis of retrobulbar optic neuritis with IU was made. She received subtenon corticosteroid injection with intravenous methylprednisolone pulse and oral prednisolone therapy. An immediate improvement of her visual symptoms and MRI abnormalities was observed. Approximately 1 year later, a new high-intensity lesion in the right internal capsule was present on a follow-up T2-weighted brain MRI, established a diagnosis of multiple sclerosis (MS) based on the McDonald criteria in 2010. Previous reports in Japan demonstrated few cases of uveitis in patients with MS and this is the first report of MS with IU in Japan."
387,26278274,On the relation between self-reported cognitive fatigue and the posterior hypothalamic-brainstem network.,"Various causes have been suggested for multiple sclerosis (MS) related fatigue. Hypothalamus-brainstem fibres play a role in sleep-wake regulation and in hypothalamic deactivation during inflammatory states. Hence, they may play a role for experiencing fatigue by changing bottom-up hypothalamic activation.Multiple sclerosis patients with and without self-reported cognitive fatigue and healthy controls were analysed with respect to the integrity of hypothalamus-brainstem fibres using diffusion-tensor imaging based tractography, focusing on the anterior, medial and posterior hypothalamic areas, controlling for clinical impairment and excluding participants with depressive mood.Multiple sclerosis patients without self-reported cognitive fatigue showed increased axial and radial diffusivity levels specifically for fibres connecting the right posterior hypothalamus with the right locus coeruleus, but not for the medial hypothalamus and the corpus callosum. Moreover, there were no differences between MS patients with and without fatigue in brain atrophy and lesion load, which could explain our results.Multiple sclerosis patients not experiencing fatigue show increased axial and radial diffusivity for fibres connecting the posterior hypothalamus and the brainstem, which might prevent bottom-up activation of the posterior hypothalamus and therefore downregulation of structures responsible for wakefulness and exploratory states of mind."
388,26246109,Brain atrophy and physical disability in primary progressive multiple sclerosis: A volumetric study.,"Grey matter atrophy has been shown in primary progressive multiple sclerosis (PPMS), but its association with physical incapacity is unclear. We submitted 19 patients with PPMS to a neurological evaluation and brain magnetic resonance imaging (MRI) with volumetric analysis using FreeSurfer. We found no relation between the Expanded Disability Status Scale or disease duration and the grey matter or white matter structures analysed. Lesion load was negatively correlated with cortical and subcortical grey matter volumes, but not with total white matter volume. We concluded that physical disability in PPMS is not directly related to brain atrophy and that focal inflammatory white matter lesions may contribute to progressive neuronal degeneration.Primary progressive multiple sclerosis (PPMS) is characterized by chronic progression since onset, with predominant involvement of the spinal cord and prominent neurodegeneration. Grey matter atrophy has been shown in patients with PPMS, but its association with clinical incapacity is uncertain. We investigated the relationship between regional brain atrophy and physical disability in patients with PPMS.Patients with an established diagnosis of PPMS underwent a neurological evaluation followed by brain MRI at 1.5 T. Volumetric analysis was performed with FreeSurfer software, and evaluated the neocortex, total white matter, total subcortical grey matter, putamen, caudate, globus pallidus, thalamus, hippocampus, brainstem, corpus callosum and pre-central gyrus volumes. Clinical data obtained included physical disability as measured by the Expanded Disability Status Scale (EDSS).Nineteen patients were included, 14 female (73.7%), mean age of 55.7 (SD 7.6) and mean disease duration of 13.0 years (SD 8.8). Median EDSS score was 6.0 (3.5-8.0). The average T1 lesion load (4.9 cm³, SD 3.4) and T2 load (10.5 cm³, SD 9.9) did not relate to disease duration. There was no significant correlation between EDSS score or disease duration and the cortical grey matter, deep grey matter or white matter structures analysed. Lesion load was negatively correlated with cortical and subcortical grey matter volumes (p < 0.05), but not with total white matter volume.Physical disability in PPMS is not directly related to brain volume loss. Grey matter atrophy correlates with lesion load in patients with PPMS, indicating that focal inflammatory white matter lesions may contribute to progressive neuronal degeneration."
389,26199355,Diffusion tensor magnetic resonance imaging in very early onset pediatric multiple sclerosis.,"Active myelination during childhood may influence the impact of multiple sclerosis (MS) on brain structural integrity. We studied normal-appearing white matter (NAWM) in children with MS onset before age 12 years using diffusion tensor (DT) magnetic resonance imaging (MRI).DT MRI scans were obtained from 22 MS children with their first attack before age 12 years, and 31 healthy controls from two referral centers. Using probabilistic tractography, brain tissue integrity within interhemispheric, intrahemispheric, and projection tracts was compared between patients and site-matched controls. The impact of disease and age at MRI on tract NAWM fractional anisotropy (FA) and mean diffusivity (MD) values was evaluated using linear models.Compared to controls, pediatric MS patients had reduced FA and increased MD of the bilateral superior longitudinal fasciculus and corpus callosum (CC), without center-by-group interaction. CC NAWM average FA was correlated with brain T2 lesion volume. In controls, the majority of the tracts analyzed showed a significant increase of FA and decrease of MD with age. Such a linear correlation was lost in patients.In very young pediatric MS patients, DT MRI abnormalities affect brain WM tracts differentially, and are only partially correlated with focal WM lesions. Impaired maturation of WM tracts with age may be an additional factor contributing to these findings."
